label,ticker,category,country,currency
Fujikura / 5803.T,5803.T,Stock,Japan,JPY
Renesas Electronics / 6723.T,6723.T,Stock,Japan,JPY
Hoya / 7741.T,7741.T,Stock,Japan,JPY
Takeda Pharmaceutical / 4502.T,4502.T,Stock,Japan,JPY
Sumitomo Electric Industries / 5802.T,5802.T,Stock,Japan,JPY
Disco / 6146.T,6146.T,Stock,Japan,JPY
Marubeni / 8002.T,8002.T,Stock,Japan,JPY
Sumitomo Corp / 8053.T,8053.T,Stock,Japan,JPY
Daikin Industries / 6367.T,6367.T,Stock,Japan,JPY
TDK / 6762.T,6762.T,Stock,Japan,JPY
Fanuc / 6954.T,6954.T,Stock,Japan,JPY
ORIX / 8591.T,8591.T,Stock,Japan,JPY
Dai-ichi Life Holdings / 8750.T,8750.T,Stock,Japan,JPY
Toyota Tsusho / 8015.T,8015.T,Stock,Japan,JPY
Ibiden / 4062.T,4062.T,Stock,Japan,JPY
MS&AD Insurance Group / 8725.T,8725.T,Stock,Japan,JPY
Japan Post Holdings / 6178.T,6178.T,Stock,Japan,JPY
Komatsu / 6301.T,6301.T,Stock,Japan,JPY
Otsuka Holdings / 4578.T,4578.T,Stock,Japan,JPY
Sompo Holdings / 8630.T,8630.T,Stock,Japan,JPY
Ajinomoto / 2802.T,2802.T,Stock,Japan,JPY
Honda Motor / 7267.T,7267.T,Stock,Japan,JPY
Fujitsu / 6702.T,6702.T,Stock,Japan,JPY
NEC / 6701.T,6701.T,Stock,Japan,JPY
Denso / 6902.T,6902.T,Stock,Japan,JPY
Kyocera / 6971.T,6971.T,Stock,Japan,JPY
Mitsubishi Estate / 8802.T,8802.T,Stock,Japan,JPY
Resona Holdings / 8308.T,8308.T,Stock,Japan,JPY
Daiichi Sankyo / 4568.T,4568.T,Stock,Japan,JPY
SMC / 6273.T,6273.T,Stock,Japan,JPY
Seven & i Holdings / 3382.T,3382.T,Stock,Japan,JPY
Bridgestone / 5108.T,5108.T,Stock,Japan,JPY
Sumitomo Mitsui Trust Group / 8309.T,8309.T,Stock,Japan,JPY
Fujifilm Holdings / 4901.T,4901.T,Stock,Japan,JPY
Nomura Holdings / 8604.T,8604.T,Stock,Japan,JPY
Lasertec / 6920.T,6920.T,Stock,Japan,JPY
Oriental Land / 4661.T,4661.T,Stock,Japan,JPY
Mitsui Fudosan / 8801.T,8801.T,Stock,Japan,JPY
Suzuki Motor / 7269.T,7269.T,Stock,Japan,JPY
East Japan Railway / 9020.T,9020.T,Stock,Japan,JPY
Aeon / 8267.T,8267.T,Stock,Japan,JPY
Astellas Pharma / 4503.T,4503.T,Stock,Japan,JPY
JX Advanced Metals / 5016.T,5016.T,Stock,Japan,JPY
Inpex / 1605.T,1605.T,Stock,Japan,JPY
Canon / 7751.T,7751.T,Stock,Japan,JPY
SCREEN Holdings / 7735.T,7735.T,Stock,Japan,JPY
Sumitomo Realty & Development / 8830.T,8830.T,Stock,Japan,JPY
Central Japan Railway / 9022.T,9022.T,Stock,Japan,JPY
Terumo / 4543.T,4543.T,Stock,Japan,JPY
ENEOS Holdings / 5020.T,5020.T,Stock,Japan,JPY
ASICS / 7936.T,7936.T,Stock,Japan,JPY
Nidec / 6594.T,6594.T,Stock,Japan,JPY
Resonac Holdings / 4004.T,4004.T,Stock,Japan,JPY
Kubota / 6326.T,6326.T,Stock,Japan,JPY
IHI / 7013.T,7013.T,Stock,Japan,JPY
LY Corporation / 4689.T,4689.T,Stock,Japan,JPY
Kao / 4452.T,4452.T,Stock,Japan,JPY
Nippon Steel / 5401.T,5401.T,Stock,Japan,JPY
Kajima / 1812.T,1812.T,Stock,Japan,JPY
Furukawa Electric / 5801.T,5801.T,Stock,Japan,JPY
Kokusai Electric / 6525.T,6525.T,Stock,Japan,JPY
Daiwa House Industry / 1925.T,1925.T,Stock,Japan,JPY
Ebara / 6361.T,6361.T,Stock,Japan,JPY
Nomura Research Institute / 4307.T,4307.T,Stock,Japan,JPY
Nippon Sanso Holdings / 4091.T,4091.T,Stock,Japan,JPY
Daifuku / 6383.T,6383.T,Stock,Japan,JPY
Secom / 9735.T,9735.T,Stock,Japan,JPY
Taiyo Yuden / 6976.T,6976.T,Stock,Japan,JPY
Kansai Electric Power / 9503.T,9503.T,Stock,Japan,JPY
Nippon Paint Holdings / 4612.T,4612.T,Stock,Japan,JPY
Bandai Namco Holdings / 7832.T,7832.T,Stock,Japan,JPY
Asahi Kasei / 3407.T,3407.T,Stock,Japan,JPY
Konami Group / 9766.T,9766.T,Stock,Japan,JPY
Pan Pacific International Holdings / 7532.T,7532.T,Stock,Japan,JPY
Shionogi / 4507.T,4507.T,Stock,Japan,JPY
Chubu Electric Power / 9502.T,9502.T,Stock,Japan,JPY
Taisei / 1801.T,1801.T,Stock,Japan,JPY
T&D Holdings / 8795.T,8795.T,Stock,Japan,JPY
Kawasaki Heavy Industries / 7012.T,7012.T,Stock,Japan,JPY
Daiwa Securities Group / 8601.T,8601.T,Stock,Japan,JPY
Rohm / 6963.T,6963.T,Stock,Japan,JPY
Obayashi / 1802.T,1802.T,Stock,Japan,JPY
Asahi Group Holdings / 2502.T,2502.T,Stock,Japan,JPY
Kirin Holdings / 2503.T,2503.T,Stock,Japan,JPY
Japan Exchange Group / 8697.T,8697.T,Stock,Japan,JPY
Sekisui House / 1928.T,1928.T,Stock,Japan,JPY
Mitsui Mining & Smelting / 5706.T,5706.T,Stock,Japan,JPY
Nitto Denko / 6988.T,6988.T,Stock,Japan,JPY
Niterra / 5334.T,5334.T,Stock,Japan,JPY
Sumitomo Metal Mining / 5713.T,5713.T,Stock,Japan,JPY
Nippon Yusen / 9101.T,9101.T,Stock,Japan,JPY
NGK Insulators / 5333.T,5333.T,Stock,Japan,JPY
Concordia Financial Group / 7186.T,7186.T,Stock,Japan,JPY
Osaka Gas / 9532.T,9532.T,Stock,Japan,JPY
Tokyo Gas / 9531.T,9531.T,Stock,Japan,JPY
Fuji Electric / 6504.T,6504.T,Stock,Japan,JPY
MinebeaMitsumi / 6479.T,6479.T,Stock,Japan,JPY
Mitsubishi HC Capital / 8593.T,8593.T,Stock,Japan,JPY
Yaskawa Electric / 6506.T,6506.T,Stock,Japan,JPY
Ryohin Keikaku / 7453.T,7453.T,Stock,Japan,JPY
Olympus / 7733.T,7733.T,Stock,Japan,JPY
Nexon / 3659.T,3659.T,Stock,Japan,JPY
Subaru / 7270.T,7270.T,Stock,Japan,JPY
Mitsui O.S.K. Lines / 9104.T,9104.T,Stock,Japan,JPY
Sumco / 3436.T,3436.T,Stock,Japan,JPY
Shimizu / 1803.T,1803.T,Stock,Japan,JPY
Japan Post Insurance / 7181.T,7181.T,Stock,Japan,JPY
SBI Holdings / 8473.T,8473.T,Stock,Japan,JPY
OBIC / 4684.T,4684.T,Stock,Japan,JPY
