label,ticker,category,country,currency
Kakao Pay / 377300.KS,377300.KS,Stock,Korea,KRW
Doosan Robotics / 454910.KS,454910.KS,Stock,Korea,KRW
Orion / 271560.KS,271560.KS,Stock,Korea,KRW
Samsung Card / 029780.KS,029780.KS,Stock,Korea,KRW
Yuhan / 000100.KS,000100.KS,Stock,Korea,KRW
CJ Corporation / 001040.KS,001040.KS,Stock,Korea,KRW
Sam Chun Dang Pharmaceutical / 000250.KQ,000250.KQ,Stock,Korea,KRW
NCsoft / 036570.KS,036570.KS,Stock,Korea,KRW
DB HiTek / 000990.KS,000990.KS,Stock,Korea,KRW
SKC / 011790.KS,011790.KS,Stock,Korea,KRW
Lotte Shopping / 023530.KS,023530.KS,Stock,Korea,KRW
LigaChem Biosciences / 141080.KQ,141080.KQ,Stock,Korea,KRW
PharmaResearch / 214450.KQ,214450.KQ,Stock,Korea,KRW
HPSP / 403870.KQ,403870.KQ,Stock,Korea,KRW
Hugel / 145020.KQ,145020.KQ,Stock,Korea,KRW
PSK / 319660.KQ,319660.KQ,Stock,Korea,KRW
Doosan Fuel Cell / 336260.KS,336260.KS,Stock,Korea,KRW
Hanwha Engine / 082740.KS,082740.KS,Stock,Korea,KRW
KEPCO Engineering & Construction / 052690.KS,052690.KS,Stock,Korea,KRW
OCI Holdings / 010060.KS,010060.KS,Stock,Korea,KRW
Hanon Systems / 018880.KS,018880.KS,Stock,Korea,KRW
Classys / 214150.KQ,214150.KQ,Stock,Korea,KRW
Park Systems / 140860.KQ,140860.KQ,Stock,Korea,KRW
Peptron / 087010.KQ,087010.KQ,Stock,Korea,KRW
Hana Micron / 067310.KQ,067310.KQ,Stock,Korea,KRW
KCC Corporation / 002380.KS,002380.KS,Stock,Korea,KRW
Iljin Electric / 103590.KS,103590.KS,Stock,Korea,KRW
Soulbrain / 357780.KQ,357780.KQ,Stock,Korea,KRW
Silicon2 / 257720.KQ,257720.KQ,Stock,Korea,KRW
Netmarble / 251270.KS,251270.KS,Stock,Korea,KRW
CJ CheilJedang / 097950.KS,097950.KS,Stock,Korea,KRW
EO Technics / 039030.KQ,039030.KQ,Stock,Korea,KRW
Simmtech / 222800.KQ,222800.KQ,Stock,Korea,KRW
Kumho Petrochemical / 011780.KS,011780.KS,Stock,Korea,KRW
F&F / 383220.KS,383220.KS,Stock,Korea,KRW
Hansol Chemical / 014680.KS,014680.KS,Stock,Korea,KRW
Kangwon Land / 035250.KS,035250.KS,Stock,Korea,KRW
Korea Gas / 036460.KS,036460.KS,Stock,Korea,KRW
Ecopro Materials / 450080.KS,450080.KS,Stock,Korea,KRW
Eugene Technology / 084370.KQ,084370.KQ,Stock,Korea,KRW
Lotte Chemical / 011170.KS,011170.KS,Stock,Korea,KRW
Pan Ocean / 028670.KS,028670.KS,Stock,Korea,KRW
Misto Holdings / 081660.KS,081660.KS,Stock,Korea,KRW
ST Pharm / 237690.KQ,237690.KQ,Stock,Korea,KRW
ISC / 095340.KQ,095340.KQ,Stock,Korea,KRW
FADU / 440110.KQ,440110.KQ,Stock,Korea,KRW
Pearl Abyss / 263750.KQ,263750.KQ,Stock,Korea,KRW
Hanmi Pharmaceutical / 008930.KS,008930.KS,Stock,Korea,KRW
BGF Retail / 282330.KS,282330.KS,Stock,Korea,KRW
Nongshim / 004370.KS,004370.KS,Stock,Korea,KRW
Shift Up / 462870.KS,462870.KS,Stock,Korea,KRW
Koh Young Technology / 098460.KQ,098460.KQ,Stock,Korea,KRW
Cheil Worldwide / 030000.KS,030000.KS,Stock,Korea,KRW
Lotte Corporation / 004990.KS,004990.KS,Stock,Korea,KRW
JYP Entertainment / 035900.KQ,035900.KQ,Stock,Korea,KRW
SM Entertainment / 041510.KQ,041510.KQ,Stock,Korea,KRW
LG Household & Health Care / 051900.KS,051900.KS,Stock,Korea,KRW
Asiana Airlines / 020560.KS,020560.KS,Stock,Korea,KRW
CJ Logistics / 000120.KS,000120.KS,Stock,Korea,KRW
